,name,roast,acid,body,desc_1,region,keyword,new_keyword,cluster
1067,Bowstring Christmas Blend,0.6,0.8,0.8,"Sweet-toned, chocolaty. Baking chocolate, date, roasted cashew, fresh-cut fir, agave syrup in aroma and cup. Sweet structure with brisk acidity; full, velvety mouthfeel. Crisply chocolaty and nut-toned finish.",,"['chocolate', 'chocolaty', 'baking', 'cashew', 'toned']","chocolate, nutty, body",4
1068,Peru Yanesha Geisha,0.4,0.9,0.9,"Deeply floral, cocoa-toned. Lilac, dark chocolate, apricot, almond nougat, sandalwood in aroma and cup. Sweet in structure with bright, juicy acidity; syrupy-smooth mouthfeel. The finish consolidates to notes of dark chocolate and apricot with undertones of sandalwood.",south_america,"['floral', 'chocolate', 'cocoa', 'lilac']","chocolate, floral",2
1069,Vertical Support Espresso,0.6,0.8504273504273505,0.8,"Evaluated as espresso. Chocolaty and nut-toned. Chocolate fudge, dark chocolate, raisin, gently scorched cedar, gardenia in aroma and small cup. Lightly syrupy mouthfeel; gently drying, wood-framed finish. Chocolate notes re-surface in three parts milk, along with gardenia-like florals.",,"['espresso', 'chocolate', 'chocolaty', 'fudge', 'florals']","chocolate, floral",0
1070,Honduras El Retono,0.2,0.9,0.8,"Delicately sweet-tart, richly aromatic. Cocoa nib, green apple, orange zest, hazelnut butter, rhododendron in aroma and cup. Sweet-tart structure with crisp, citrusy acidity; satiny mouthfeel. The nut-toned finish is enlivened by rhododendron-like florals.",central_america,"['cocoa', 'hazelnut', 'florals', 'citrusy']","chocolate, nutty, floral, sour",2
1071,Flower Queens of Africa Blend,0.4,0.8,0.9,"Richly fruit- and floral-toned. Blueberry, gardenia, dark chocolate, orange zest, a hint of thyme in aroma and cup. Sweet-savory with gently fruity acidity; full, satiny-smooth mouthfeel.The finish consolidates to notes of blueberry and dark chocolate with undertones of thyme.",africa_arabia,"['floral', 'blueberry', 'chocolate', 'fruit', 'fruity']","fruity, chocolate, floral, berry",1
1072,Umoja Organic Red Bourbon,0.2,0.9,0.8,"Balanced, deeply sweet with savory undertones. Caramel, red apple, baking chocolate, grapefruit zest, freesia-like flowers in aroma and cup. Sweetly savory structure with crisp, lively acidity; lightly syrupy mouthfeel. The finish centers around notes of caramel and freesia with a lasting hint of grapefruit zest.",africa_arabia,"['caramel', 'chocolate', 'grapefruit', 'sweetly']","fruity, sweety, chocolate",1
1073,Ethiopia Guji Chembi,0.4,0.9,0.9,"Richly sweet, chocolaty and fruit-toned. Mango, dark chocolate, sandalwood, maple syrup, rhododendron-like flowers in aroma and cup. Sweet-toned structure with bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with mango and dark chocolate suggestions. ",africa_arabia,"['mango', 'chocolate', 'chocolaty', 'fruit']","fruity, chocolate",1
1074,Kona Red Bourbon Anaerobic Washed Uluwehi Farm,0.4,0.9,0.9,"Complexly fruit-driven with subtle savory underpinnings. Strawberry guava, banana, cocoa nib, honeysuckle, hints of goat cheese in aroma and cup. Richly aromatic, deeply sweet with bright, juicy acidity; very full, syrupy mouthfeel. The deep-toned finish elegantly extends the character of the cup.",hawaii,"['fruit', 'strawberry', 'cocoa', 'banana']","fruity, chocolate, berry",2
1075,Wush Wush,0.2,0.9,0.9,"Delicately and richly aromatic; complex, multi-layered. Plum blossom, guava, cocoa nib, narcissus, lemon verbena in aroma and cup. Sweetly tart with bright, juicy acidity; lush, silky mouthfeel. Flavor-laden finish, cocoa- and floral-driven.",africa_arabia,"['floral', 'blossom', 'cocoa']","chocolate, floral",2
1076,Kona Lactic Natural Black Rock Farm,0.4,0.8,0.9,"Sweetly tart, deeply savory. Baking spices, caramel, goat milk yogurt, baking chocolate, violet in aroma and cup. Sweet-savory structure with pert acidity; viscous, creamy mouthfeel. A delicate finish consolidates to baking spices with goat milk undertones.",hawaii,"['spices', 'chocolate', 'yogurt', 'caramel']","sweety, chocolate, spicy",1
1077,Ka’u Yellow Caturra Anaerobic Natural,0.4,0.9,0.8,"Delicately fruit-forward, richly sweet. Strawberry, raspberry coulis, nougat, elm, maple syrup in aroma and cup. Sweet-tart structure with bright, lively acidity; crisp, satiny mouthfeel. The quiet finish leads with notes of strawberry and nougat.",hawaii,"['strawberry', 'syrup', 'fruit', 'nougat']","fruity, sweety, nutty, berry",3
1078,Organic Red Honey Ramirez Estate Microlot,0.6,0.8,0.8,"Crisp, gently fruit-toned. Raspberry jam, baking chocolate, magnolia, almond, cedar in aroma and cup. Sweet structure with round acidity; velvety-smooth mouthfeel. Quiet, chocolaty and nut-driven finish.",caribbean,"['almond', 'chocolate', 'chocolaty', 'fruit']","fruity, chocolate, nutty",1
1079,Coffea Diversa Yellow Dalle Honey,0.2,0.8,0.8,"Delicately and sweetly herbaceous. Lemon verbena, tangerine zest, cocoa nib, magnolia, oak in aroma and cup. Crisply sweet with gently savory undertones; silky mouthfeel. The finish consolidates to notes of lemon verbena and oak with hints of magnolia-like florals. ",central_america,"['florals', 'herbaceous', 'tangerine', 'lemon']","fruity, floral, sour",2
1080,Honey Typica Anaerobic,0.4,0.9,0.9,"Complex, richly tart, with compelling savory undertones. Dark chocolate, pomegranate yogurt, almond brittle, sandalwood, freesia-like flowers in aroma and cup. Balanced structure with juicy, citrusy acidity; very full, syrupy mouthfeel. The flavor-laden finish carries over all the notes from the cup, dark chocolate and pomegranate in particular.",hawaii,"['pomegranate', 'chocolate', 'almond', 'yogurt']","fruity, chocolate, nutty",1
1081,Geisha,0.4,0.9,0.9,"Delicately rich, floral- and cocoa-toned. Baking chocolate, star jasmine, blackberry, lime zest, brown sugar in aroma and cup. Deeply sweet with vibrant, round acidity; plush, syrupy mouthfeel. The resonant finish centers around notes of baking chocolate, jasmine and brown sugar.",hawaii,"['chocolate', 'cocoa', 'sugar', 'baking', 'floral']","sweety, chocolate, floral, body",4
1082,Holiday Blend,0.6,0.8,0.9,"Richly sweet, chocolaty, spice-toned. Dark chocolate, plum, macadamia nut, baking spices, narcissus in aroma and cup. Sweet structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish is deeply chocolaty with notes of baking spices lingering into the long.",hawaii,"['chocolaty', 'chocolate', 'spices', 'spice']","chocolate, spicy",1
1083,Natural Typica Anaerobic,0.4,0.8,0.9,"Spice-toned, fruit-driven. Dried raspberry, cocoa powder, lemon verbena, cedar, agave syrup in aroma and cup. Sweetly tart structure with brisk acidity; full, satiny-smooth mouthfeel. Fruit-toned finish with notes of dried raspberry and cocoa undertones.",hawaii,"['spice', 'cocoa', 'fruit', 'syrup']","fruity, sweety, chocolate, spicy",3
1084,Panama Abu Natural ASD Geisha BOP GN11,0.4,0.9,0.9,"Provocative in structure, richly sweet-savory, tangy. Pineapple kefir, vanilla, cocoa nib, aromatic orchid, fresh-cut fir in aroma and cup. Sweet-savory structure with high-toned acidity; lightly syrupy, very viscous mouthfeel. The finish consolidates to notes of vanilla, cocoa and tangy pineapple.",central_america,"['pineapple', 'cocoa', 'syrupy', 'vanilla']","fruity, sweety, chocolate",2
1085,Ethiopia Kochere Boji,0.4,0.9,0.9,"Sweetly tart, fruit- and floral-toned. Apricot, jasmine, cocoa nib, nougat, hazelnut butter in aroma and cup. Sweet-tart structure with juicy, balanced acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish carries over all the lovely aromatics from the cup.",africa_arabia,"['hazelnut', 'cocoa', 'apricot', 'butter']","fruity, chocolate, nutty",2
1086,Panama Finca Minerva-Mirage Pacamara BOP PAC04,0.4,0.9,0.9,"Uniquely sweet-tart, lactic-leaning. Pink grapefruit zest, goat cheese, lilac, honey, oak in aroma and cup. Balanced, intricately layered structure with complex, richly tart acidity; hefty, syrupy-smooth mouthfeel. Rich, long, citrusy finish with honey undertones.",central_america,"['grapefruit', 'citrusy', 'cheese', 'lactic']","fruity, sour",2
1087,Tanzania Shimiligwanda,0.2,0.9,0.9,"Richly aromatic, sweetly earthy, complex. Baking spices, mulberry, caramel, moist earth, rhododendron in aroma and cup. Sweet-savory structure with bright, juicy acidity; viscous, creamy mouthfeel. The resonant finish is characterized by vanilla-toned mulberry with hints of fresh earth.",africa_arabia,"['mulberry', 'spices', 'caramel', 'aromatic']","sweety, spicy, floral, berry",2
1088,Kona SL34,0.6,0.8,0.9,"Delicately sweet-savory, floral-toned. Lilac, plum, almond brittle, lemon verbena, gently scorched elm in aroma and cup. RIchly bittersweet structure with gentle acidity; syrupy-smooth mouthfeel. The finish centers around notes of lemon verbena and lightly scorched elm.",hawaii,"['floral', 'elm', 'lilac', 'almond']","nutty, floral",2
1089,Kona Pointu Laurina,0.6,0.8,0.9,"Complex, sweetly pungent. Nectarine, magnolia, musk, cashew butter, maple syrup in aroma and cup. Briskly sweet structure with savory undertones; satiny-smooth mouthfeel. Crisply sweet-savory finish. ",hawaii,"['nectarine', 'syrup', 'sweetly', 'butter']","fruity, sweety",3
1090,Costa Rica Naranjo Cattleya,0.4,0.8,0.9,"Delicately fruit-toned. Raspberry, dark chocolate, narcissus, sandalwood, agave syrup in aroma and cup. Sweetly tart with brisk acidity; full, syrupy-smooth mouthfeel. Quiet, berry-toned finish supported by rich chocolate notes.",central_america,"['chocolate', 'fruit', 'syrup', 'syrupy']","fruity, sweety, chocolate",3
1091,K7 Sweet Spot,0.4,0.8,0.8,"Crisply sweet, cocoa-toned. Baking chocolate, hazelnut, date, cedar, molasses in aroma and cup. Sweet structure with gentle, round acidity; full, velvety mouthfeel. The finish consolidates to baking chocolate, hazelnut and cedar.",hawaii,"['cocoa', 'chocolate', 'baking', 'hazelnut', 'molasses']","sweety, chocolate, nutty, body",4
1092,Ethiopia Natural Guji Blue-Donkey 2020,0.4,0.9,0.9,"Richly aromatic, delicately fruit-forward. Dried persimmon, cocoa nib, tangerine zest, shiitake mushroom, carnation in aroma and cup. Savory-sweet with deep, fruit-toned acidity; lively, syrupy-smooth mouthfeel. The finish consolidates to persimmon and cocoa nib with an attractive hint of shiitake mushroom.",africa_arabia,"['persimmon', 'cocoa', 'fruit', 'mushroom', 'shiitake']","fruity, chocolate",2
1093,Kenya Washed Peaberry Rnyeusi,0.4,0.9,0.9,"Poised, balanced, quietly complete. Cocoa nib, green grape, freesia-like flowers, roasted almond, brown sugar in aroma and cup. Balanced, sweet-toned structure with vivacious acidity; lively, satiny-smooth mouthfeel. The finish focuses around notes of green grape and freesia with almond undertones.",africa_arabia,"['cocoa', 'almond', 'grape', 'mouthfeel', 'sugar']","fruity, sweety, chocolate, nutty, body",2
1094,Ethiopia COE 2nd place Washed Sidamo Rumudamo,0.4,0.9,0.9,"Crisp, delicately sweet-tart, intricately floral. Narcissus, lime zest, apricot, pipe tobacco, agave syrup in aroma and cup. Sweet-toned with lyrical, juicy acidity; silky, buoyant mouthfeel. Vermouth-like, richly dry finish.",africa_arabia,"['vermouth', 'syrup', 'floral', 'apricot']","fruity, sweety, floral, body",3
1095,Ethiopia Yirgacheffe Natural Haru Suke G1,0.4,0.9,0.9,"Bright, lively, richly fruit-toned. Dried mango, hazelnut butter, jasmine, honey, cedar in aroma and cup. Sweetly tart with juicy, fruit-toned acidity; very full, syrupy mouthfeel. The resonant finish leads with notes of dried mango and hazelnut supported by honey tones throughout.",africa_arabia,"['hazelnut', 'mango', 'fruit', 'butter']","fruity, nutty",2
1096,Finca Sophia Gesha Washed,0.4,1.0,0.9,"Subtly powerful, harmoniously integrated, complete. Pineapple, nectarine, complex florals, cocoa nib, roasted pine nut in aroma and cup. Stunningly bright and expressive structure with very balanced acidity. Silky, buoyant mouthfeel. A deep, very long finish retains the grace and complexity of the cup through to the end.",central_america,"['pineapple', 'pine', 'nectarine', 'florals', 'cocoa']","fruity, chocolate, floral",2
1097,Colombia Granja La Esperanza Java Anaerobic,0.4,0.9,0.9,"Crisp, tangy, richly sweet-tart-savory. Vanilla yogurt, guava, dark chocolate, sassafras, sandalwood in aroma and cup. Sweetly tart with savory undertones and tangy acidity; very full, syrupy-smooth mouthfeel. The resonant flavor-saturated finish carries forward all of the notes from the cup.",south_america,"['yogurt', 'chocolate', 'savory', 'syrupy']","sweety, chocolate, body",1
1098,Ethiopia Guji Super-Natural Decaf Water Process,0.6,0.8,0.8,"Deeply and roundly roast-toned. Dark chocolate, singed cedar, raisin, almond, magnolia in aroma and cup. Sweetly savory with gentle, round acidity; crisp, velvety mouthfeel. Chocolate and raisin lead the way in the quiet finish. ",africa_arabia,"['chocolate', 'roast', 'toned', 'almond', 'raisin']","fruity, chocolate, nutty",1
1099,Shantawene Ethiopia Daya Bensa Natural,0.2,0.9,0.9,"Cleanly fruit-toned, bright and lively. Honeydew melon, dark chocolate, hop flowers, lemon verbena, fresh-cut oak in aroma and cup. Richly bittersweet in structure, balanced with juicy acidity; plush, syrupy mouthfeel. The finish centers around notes of honeydew and chocolate with brisk undertones of hop flowers.",africa_arabia,"['honeydew', 'melon', 'chocolate', 'fruit']","fruity, sweety, chocolate",1
1100,Tigesit Waqa,0.4,0.8,0.9,"Richly fruit-forward, chocolate-toned. Dried blueberry, chocolate fudge, gardenia, cashew, orange zest in aroma and cup. Deeply sweet with fruity acidity; plush, creamy mouthfeel. Chocolaty finish with blueberry and orange complication.",africa_arabia,"['chocolate', 'blueberry', 'chocolaty', 'fruit', 'fruity']","fruity, chocolate, berry",1
1101,Kenya AA FAQ,0.4,0.9,0.9,"Richly floral, deeply chocolaty. Wisteria, dark chocolate, red currant, cedar, molasses in aroma and cup. Crisp, sweetly tart structure with vibrant, juicy acidity; plush, viscous mouthfeel. The quiet finish centers on notes of chocolate, wisteria and cedar.",africa_arabia,"['floral', 'chocolate', 'wisteria', 'chocolaty']","chocolate, floral",1
1102,Ardent Ethiopia Natural,0.4,0.9,0.9,"Delicately sweet-tart, richly and intricately aromatic, deep-toned. Dried hibiscus flowers, bergamot, frankincense, lychee, boysenberry in aroma and cup. Confidently sweet-tart structure with sparkling acidity; silky, buoyant mouthfeel. The long, lingering flavor-saturated finish intoxicatingly blurs fruit and floral notes.",africa_arabia,"['floral', 'hibiscus', 'boysenberry', 'flowers']","floral, berry",2
1103,La Union,0.4,0.8,0.9,"Balanced, cocoa-toned. Cocoa nib, crisp pear, grapefruit zest, oak, magnolia in aroma and cup. Sweet-toned structure with brisk acidity; full, syrupy mouthfeel. The cocoa-forward finish is complicated by notes of grapefruit zest and magnolia.",south_america,"['cocoa', 'toned', 'pear', 'syrupy', 'grapefruit']","fruity, sweety, chocolate",2
1104,Kaguyu,0.4,0.8,0.9,"Sweetly tart, deeply aromatic. Red currant, magnolia, brown sugar, cashew butter, lemon verbena in aroma and cup. Sweet-tart structure with gentle, round acidity; very full, syrupy-smooth mouthfeel. The quiet finish leads with notes of red currant and cashew butter.",africa_arabia,"['butter', 'cashew', 'sugar', 'sweetly']","sweety, nutty",2
1105,Halo Hartume,0.4,0.9,0.8,"Richly sweet, floral-toned. Freesia, tangerine zest, plum, cedar, a hint of marjoram in aroma and cup. Sweet in structure with high-toned, citrusy acidity; full, satiny-smooth mouthfeel. The savory-sweet finish leads with sweet herb notes followed by spicy florals.",africa_arabia,"['florals', 'floral', 'tangerine', 'citrusy']","fruity, floral, sour",2
1106,Ethiopia Dur Feres Natural,0.4,0.9,0.9,"Gently fruit-toned, crisply sweet. Blueberry, honeysuckle, hazelnut, lemon zest, caramel in aroma and cup. Sweet-toned structure with juicy acidity; full, satiny-smooth mouthfeel. The finish consolidates to blueberry and caramel.",africa_arabia,"['blueberry', 'hazelnut', 'caramel', 'honeysuckle', 'fruit']","fruity, sweety, nutty, floral, berry",2
1107,Ethiopia “Ear Candy” Uraga Guji,0.4,0.8,0.8,"High-toned, crisply sweet-tart. Dried apricot, dark chocolate, rhododendron, cedar, almond in aroma and cup. Sweetly tart with pert acidity; velvety mouthfeel. The fruit-toned finish supported by notes of cedar and dark chocolate.",africa_arabia,"['chocolate', 'almond', 'apricot', 'tart', 'fruit']","fruity, chocolate, nutty",1
1108,Kenya AA Ares Phoenix Special,0.6,0.8504273504273505,0.9,"Evaluated as espresso. Richly chocolaty and floral-toned. Chocolate fudge, narcissus, molasses, sandalwood, dried red currant in aroma and small cup. Creamy-smooth mouthfeel; resonant, flavor-saturated finish. Lyrically sweet in three parts milk, with deep-toned notes of chocolate fudge and narcissus into the long.",africa_arabia,"['espresso', 'chocolate', 'chocolaty', 'fudge', 'creamy']","sweety, chocolate",0
1109,“Double A Train” Kenya Kabunyeria AA,0.4,0.8,0.8,"Deeply sweet, caramel-toned. Magnolia, caramel, green apple, lemon zest, baking chocolate in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The quiet finish centers around baking chocolate and lemon zest.",africa_arabia,"['caramel', 'chocolate', 'toned', 'lemon']","sweety, chocolate, sour",1
1110,GW01 Finca Sophia Olympus Geisha,0.4,1.0,0.9,"Graceful, polished, exquisitely floral. Lavender, vanilla bean, bergamot, cocoa nib, lychee in aroma and cup. Delicate, vivid, multi-layered structure with elegantly sweet-tart acidity; very silky, buoyant mouthfeel. Elongated, richly floral, complex finish.",central_america,"['floral', 'lavender', 'silky', 'mouthfeel']","floral, body",2
1111,La Esperanza Colombian Natural X.O.,0.4,0.9,0.9,"Fruit- and herb-toned. Lemon thyme, strawberry, dark chocolate, hazelnut, a hint of rum barrel in aroma and cup. Sweet-tart structure with fruit-driven acidity; creamy-smooth mouthfeel. The quiet finish centers around notes of lemon thyme, strawberry and rum barrel.",south_america,"['rum', 'strawberry', 'hazelnut', 'fruit']","fruity, nutty, berry",2
1112,Taiwan Geisha Honey,0.2,0.9,0.9,"Delicate, honey- and cocoa-toned. Pomegranate, cocoa nib, violet, pink grapefruit zest, cashew butter in aroma and cup. Sweet-toned structure with balanced, lively acidity; full, syrupy mouthfeel. The pleasing finish leads with pomegranate and cashew butter with undertones of cocoa nib.",,"['cocoa', 'pomegranate', 'cashew', 'grapefruit', 'butter']","fruity, chocolate, nutty",2
1113,Camilina Geisha,0.4,0.9,0.9,"Delicately fruit-forward, multi-layered, complex. Dark chocolate, blackberry jam, macadamia nut, honey, sandalwood in aroma and cup. Sweet-savory structure with winy acidity; very full, syrupy-smooth mouthfeel. Fruit-toned finish with deep, lasting chocolate undertones. ",central_america,"['chocolate', 'fruit', 'jam', 'blackberry', 'syrupy']","fruity, sweety, chocolate, berry",1
1114,Hacienda La Esmeralda Buenos Aires Geisha Natural,0.4,0.9,0.9,"High-toned, crisply sweet-tart. Pink grapefruit zest, cocoa nib, tamarind, amber, grape candy in aroma and cup. Sweet-tart structure with tart-leaning, lively acidity; syrupy-smooth mouthfeel. The flavor-saturated finish resonates with all of the notes from the cup. ",central_america,"['grapefruit', 'grape', 'candy', 'tart']","fruity, sweety",2
1115,Ethiopia Sidama Bona Washed G1,0.4,0.9,0.9,"Sweetly pungent, complex. Apricot, cocoa nib, narcissus, cedar, almond butter in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, syrupy mouthfeel. The cocoa-driven finish is supported by notes of dried stone fruit and spicy-sweet florals.",africa_arabia,"['cocoa', 'apricot', 'almond', 'butter']","fruity, chocolate, nutty",2
1116,Ethiopia Sidama Bona Sweet Natural G1,0.4,0.8,0.9,"Chocolaty and fruit-centered. Dark chocolate, blueberry, jasmine, lemongrass, a hint of brandy in aroma and cup. Sweet-toned structure with gentle, round acidity; syrupy-smooth mouthfeel. Chocolate and flowers, in particular, carry into a resonant finish.",africa_arabia,"['chocolaty', 'chocolate', 'blueberry', 'fruit', 'lemongrass']","fruity, chocolate, green, berry",1
1117,Ethiopia Nectar Natural,0.6,0.8,0.8,"Deep-toned, sweetly fermenty. Dark chocolate, papaya, fresh-cut fir, grappa, agave syrup in aroma and cup. Sweet structure with brisk acidity; lightly satiny mouthfeel. Richly sweet, gently drying in the finish.",africa_arabia,"['chocolate', 'syrup', 'papaya', 'fermenty']","fruity, sweety, chocolate",3
1118,Sidama Extreme Papilio Washed,0.4,0.9,0.9,"Delicate, rich, multi-layered. Lilac, honey, plum, sandalwood, hazelnut in aroma and cup. Gently bright, crisp acidity; silky, buoyant mouthfeel. The finish consolidates to resonant lilac and plum notes with sandalwood undertones. ",africa_arabia,"['hazelnut', 'lilac', 'sandalwood', 'plum']","fruity, nutty, green, floral",2
1119,Sidama Extreme Papilio Natural,0.4,0.8,0.9,"Berry-driven, chocolaty. Blueberry, lemon zest, baking chocolate, cedar, a hint of fine musk in aroma and cup. Sweet-savory structure with quietly resonant acidity; syrupy, gently lively mouthfeel. Flavor consolidates to blueberry and cedar in the short finish but both linger far into the long.",africa_arabia,"['blueberry', 'chocolate', 'chocolaty', 'berry']","chocolate, berry",1
1120,Finca El Pintado,0.4,0.8,0.9,"Crisply sweet, quietly resonant. Wisteria, apricot, pistachio, molasses, oak in aroma and cup. Sweetly tart, savory-edged structure with round acidity; full, syrupy mouthfeel. The persistent finish consolidates to notes of molasses and pistachio.",central_america,"['molasses', 'apricot', 'sweetly', 'pistachio']","fruity, sweety, nutty",2
1121,La Esperanza Villa Sarchi,0.6,0.8,0.8,"Crisply sweet, high-toned, straightforward. Cocoa powder, lime zest, fresh-cut fir, freesia-like flowers, walnut in aroma and cup. Quietly tart structure with round, gently brisk acidity; lightly satiny mouthfeel. The rich-toned finish consolidates to notes of cocoa powder and walnut with hints of flowers.",central_america,"['cocoa', 'walnut', 'powder', 'lime']","chocolate, nutty, sour",2
1122,La Esperanza Borbón,0.4,0.8,0.8,"Crisply sweet-tart, balanced. Plum, cocoa nib, almond, violet, elm in aroma and cup. Sweet-tart structure with brisk acidity; satiny-smooth mouthfeel. Gently drying, cocoa- and nut-toned finish with elm undertones.",central_america,"['cocoa', 'almond', 'elm', 'plum']","fruity, chocolate, nutty",2
1123,The Aurora Project,0.4,0.8,0.8,"Crisply sweet, balanced. Cocoa nib, almond, red grape, cedar, a hint of magnolia in aroma and cup. Sweet structure with pert acidity; satiny-smooth mouthfeel. The gently drying finish centers around sweet nut and red grape notes with cedar undertones.",central_america,"['cocoa', 'almond', 'cedar', 'magnolia']","chocolate, nutty, green",2
1124,Ethiopia Natural Guji D Minor Special Lot,0.4,0.9,0.9,"Luminous, clear, confident, lively. Passion fruit, cocoa nib, lilac, almond butter, lemon drop in aroma and cup. Sweet-tart structure with elegantly balanced, intense acidity; viscous, syrupy mouthfeel. Resonant, flavor-saturated finish that carries all the aroma and flavor notes of the cup well into the long.",africa_arabia,"['cocoa', 'fruit', 'lilac']","fruity, chocolate, floral",2
1125,2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,0.4,0.9,0.9,"Harmoniously sweet-tart-savory. Dark chocolate, pomegranate, shiitake  mushroom, jasmine, sandalwood in aroma and cup. Sweet-savory structure with vibrant, high-toned acidity; full, syrupy-smooth mouthfeel. The finish is a sweet-savory duet of dark chocolate and shiitake mushroom notes.",central_america,"['chocolate', 'savory', 'mushroom', 'shiitake', 'pomegranate']","fruity, chocolate, body",1
1126,Costa Rica Cordillera del Fuego,0.4,0.9,0.9,"Deeply rich, sweetly spice-toned. Cinnamon, nutmeg, pear, honey, lavender in aroma and cup. Sweet-tart structure with lively, juicy acidity; silky, buoyant mouthfeel. The finish is spice-toned and rich.",central_america,"['spice', 'lavender', 'cinnamon', 'sweetly']","sweety, spicy, floral",2
1127,Ethiopia Bombe Mountains,0.4,0.9,0.9,"Complexly fruit-toned, chocolaty. Dried blueberry, watermelon candy, chocolate fudge, almond, sandalwood in aroma and cup. Sweet-tart structure with winy acidity; full, syrupy mouthfeel. The rich-toned finish consolidates to blueberry, chocolate fudge, and sandalwood.",africa_arabia,"['chocolaty', 'chocolate', 'blueberry', 'almond', 'watermelon']","fruity, chocolate, nutty, berry",1
1128,Ethiopia Guji 1 Natural Hambela Lot 215,0.4,0.8,0.9,"Delicately sweet, berry-toned. Strawberry coulis, cocoa nib, freesia-like flowers, hazelnut, cedar in aroma and cup. Sweet structure with brisk acidity; crisp, satiny mouthfeel. Cocoa-toned finish with quiet strawberry notes carrying into the long.",africa_arabia,"['cocoa', 'strawberry', 'hazelnut', 'coulis', 'berry']","chocolate, nutty, berry",2
1129,Honduras Sergio Romero Single-Origin Espresso,0.6,0.8504273504273505,0.8,"Evaluated as espresso. Fruit-centered, sweetly nut-toned. Dried apricot, cashew butter, freesia-like flowers, molasses, oak in aroma and small cup. Full, velvety mouthfeel; crisp, gently drying, nut-framed finish. Flowers, apricot and cashew carry with layered resonance into three parts milk.",central_america,"['espresso', 'apricot', 'cashew', 'fruit']","fruity, nutty",0
1130,Kenya Giakanja,0.4,0.8,0.8,"Chocolaty, richly sweet. Dark chocolate, date, hazelnut, cedar, agave syrup in aroma and cup. Sweet-toned structure with vibrant acidity; satiny-smooth mouthfeel. The finish centers around notes of dark chocolate and hazelnut with cedar undertones.",africa_arabia,"['chocolate', 'chocolaty', 'hazelnut', 'syrup']","sweety, chocolate, nutty",3
1131,Ethiopia Yirgacheffe G1 Natural Asfaw Maru,0.4,0.9,0.9,"Fruit-forward, richly sweet. Berry melange (blueberry, raspberry, blackberry), chocolate fudge, sandalwood, molasses, narcissus-like flowers in aroma and cup. Sweet-toned structure with juicy acidity; creamy, viscous mouthfeel. The resonant finish centers around notes of chocolate fudge and blueberry.",africa_arabia,"['blueberry', 'fruit', 'fudge', 'melange', 'chocolate']","fruity, chocolate, berry",1
1132,Finca El Jardin Guatemala,0.6,0.8,0.8,"Chocolate-toned, richly sweet-savory. Dark chocolate, hop flowers, black cherry, singed oak, maple syrup in aroma and cup. Bittersweet structure with gentle, round acidity; velvety mouthfeel. The crisp, quiet finish consolidates to cocoa-toned, pleasantly smoky oak with a hint of black cherry.",central_america,"['chocolate', 'cocoa', 'cherry', 'oak']","fruity, chocolate, spicy",1
1133,Coffea Diversa Rume Sudan Winey,0.2,0.9,0.9,"Delicate, tropical, fruity and floral. Strawberry guava, bergamot, cocoa nib, sandalwood, plumeria in aroma and cup. Sweet-toned structure with juicy, vibrant acidity; silky, buoyant mouthfeel. Resonant, flavor-saturated, very long finish.",africa_arabia,"['floral', 'strawberry', 'guava']","fruity, floral, berry",2
1134,Hawai’i Puna Anaerobic Washed,0.4,0.9,0.9,"Fruit- and honey-toned, richly sweet-tart. Lychee, tamarind, cocoa nib, hop flowers, almond brittle in aroma and cup. Sweetly tart structure with bright, juicy acidity; viscous, syrupy mouthfeel. Fruit-forward finish with honey and cocoa undertones.",hawaii,"['cocoa', 'fruit', 'almond', 'tart', 'syrupy']","fruity, sweety, chocolate, nutty",2
1135,Colombia Hacienda Casablanca,0.4,0.9,0.9,"Richly sweet-tart, floral-toned. Narcissus, cocoa nib, apricot, almond nougat, fresh-cut cedar in aroma and cup. Sweetly tart structure with bright, juicy acidity; full, syrupy-smooth mouthfeel. The finish consolidates to notes of almond nougat and narcissus with cocoa nib undertones.",south_america,"['cocoa', 'almond', 'nib', 'apricot', 'nougat']","fruity, chocolate, nutty",2
1136,Ethiopia Natural Guji Kercha Lot Riverside,0.4,0.9,0.9,"Delicate, sweetly fruit-toned, complex. Dried persimmon, nougat, lilac, dark chocolate, a hint of spearmint in aroma and cup. Sweetly tart structure with wine-like acidity; satiny, viscous mouthfeel. The chocolaty finish is supported by notes of persimmon and nougat.",africa_arabia,"['sweetly', 'persimmon', 'chocolaty', 'chocolate', 'fruit']","fruity, sweety, chocolate",1
1137,Costa Rica Yellow Honey Lot Kinka Bear,0.4,0.8504273504273505,0.9,"Evaluated as espresso. Crisply sweet-tart, bright and juicy. Pomegranate, tangerine zest, dark chocolate, hazelnut butter, sandalwood in aroma and small cup. Full, syrupy mouthfeel; crisply sweet finish with notes of dark chocolate and tangerine zest. In three parts milk both chocolate and citrus notes are lifted and enlivened.",central_america,"['espresso', 'chocolate', 'hazelnut', 'tangerine', 'pomegranate']","fruity, chocolate, nutty",0
